seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b26845	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax avenae
b30384	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax konjaci
b30392	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax cattleyae
b30398	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax valerianellae
b30896	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax soli
b30932	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax delafieldii
b31479	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax radicis
b32595	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax kalamii
b33058	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax anthurii
b33850	Bacteria	-	-	Proteobacteria	-	-	Betaproteobacteria	-	-	Burkholderiales	-	-	Comamonadaceae	-	Acidovorax	-	Acidovorax cavernicola
b3354	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b3355	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter calcoaceticus
b3356	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter haemolyticus
b3357	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter johnsonii
b3358	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter junii
b3359	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b3360	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter radioresistens
b10052	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b10224	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter calcoaceticus
b14485	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter radioresistens
b15293	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b15669	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b15670	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter junii
b15671	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter johnsonii
b16613	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter haemolyticus
b18594	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19010	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19011	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19012	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19052	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19421	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19426	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19427	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19428	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b19550	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b20351	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b20518	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b20519	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b20722	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b20723	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b20828	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b20992	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b20993	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter radioresistens
b21070	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21071	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21072	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21087	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21088	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21089	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21090	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21132	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter parvus
b21133	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter ursingii
b21181	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21182	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21377	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21378	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21379	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21380	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21558	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21559	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21560	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21561	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21562	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21563	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21588	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21652	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21653	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21654	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21655	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21656	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21657	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21658	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21659	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21660	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21661	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21739	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter lwoffii
b21821	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21843	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter radioresistens
b21879	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21880	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21881	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21882	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21894	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b21914	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22960	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22961	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22962	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22963	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22965	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22966	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b22967	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23413	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23480	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23506	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23507	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23508	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23509	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23510	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23511	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23512	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23513	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23514	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23515	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23516	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23517	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23518	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23519	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23520	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23521	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23522	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23523	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23524	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23525	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23526	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23527	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23528	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23529	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23530	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23531	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23532	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23533	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23534	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23535	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23536	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23537	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23538	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23539	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23540	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23541	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23542	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23543	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23544	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23545	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23546	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23547	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23548	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23684	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23698	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23723	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23724	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23725	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23726	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23791	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23792	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23793	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23794	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23795	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b23796	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24289	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24290	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24291	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24292	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24293	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24294	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24295	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24296	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24297	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24298	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24299	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24300	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24301	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24302	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
b24303	Bacteria	-	-	Proteobacteria	-	-	Gammaproteobacteria	-	-	Moraxellales	-	-	Moraxellaceae	-	Acinetobacter	-	Acinetobacter baumannii
